SRR10992313_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR10992313_contigs.fasta_seqsero	SRR10992313_contigs.fasta	3,10	l,v	1,7	Salmonella enterica subspecies enterica (subspecies I)	3,10:l,v:1,7	Give	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR10995705_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR10995705_contigs.fasta_seqsero	SRR10995705_contigs.fasta	43	z4,z32	-	Salmonella enterica subspecies houtenae (subspecies IV)	43:z4,z32:-	IV 43:z4,z32:-	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR10995706_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR10995706_contigs.fasta_seqsero	SRR10995706_contigs.fasta	-	z4,z32	-	Salmonella enterica subspecies houtenae (subspecies IV)	-:z4,z32:-	IV -:z4,z32:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR11068400_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR11068400_contigs.fasta_seqsero	SRR11068400_contigs.fasta	4	d	1,7	Salmonella enterica subspecies enterica (subspecies I)	4:d:1,7	Schwarzengrund	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR11068401_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR11068401_contigs.fasta_seqsero	SRR11068401_contigs.fasta	9	l,z28	1,5	Salmonella enterica subspecies enterica (subspecies I)	9:l,z28:1,5	Javiana	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR11319451_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR11319451_contigs.fasta_seqsero	SRR11319451_contigs.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR11319452_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR11319452_contigs.fasta_seqsero	SRR11319452_contigs.fasta	43	z4,z32	-	Salmonella enterica subspecies houtenae (subspecies IV)	43:z4,z32:-	IV 43:z4,z32:-	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR11892800_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR11892800_contigs.fasta_seqsero	SRR11892800_contigs.fasta	9	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,m:-	Enteritidis	Detected Sdf I that is characteristic of commonly circulating strains of serotype Enteritidis. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR11892806_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR11892806_contigs.fasta_seqsero	SRR11892806_contigs.fasta	40	b	e,n,x	Salmonella enterica subspecies enterica (subspecies I)	40:b:e,n,x	Johannesburg	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR11901857_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR11901857_contigs.fasta_seqsero	SRR11901857_contigs.fasta	9	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,m:-	Enteritidis	Detected Sdf I that is characteristic of commonly circulating strains of serotype Enteritidis. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR11901858_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR11901858_contigs.fasta_seqsero	SRR11901858_contigs.fasta	4	b	-	Salmonella enterica subspecies enterica (subspecies I)	4:b:-	I 4:b:-	This predicted serotype is not in the Kauffman-White scheme. The SNP in gene STM3356 that is associated with the d-Tartrate nonfermenting phenotype characteristic of the typhoidal pathotype was not detected. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR12271055_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR12271055_contigs.fasta_seqsero	SRR12271055_contigs.fasta	4	d	1,7	Salmonella enterica subspecies enterica (subspecies I)	4:d:1,7	Schwarzengrund	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR12641661_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR12641661_contigs.fasta_seqsero	SRR12641661_contigs.fasta	9	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,m:-	Enteritidis	Detected Sdf I that is characteristic of commonly circulating strains of serotype Enteritidis. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR12739110_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR12739110_contigs.fasta_seqsero	SRR12739110_contigs.fasta	3,10	e,h	1,6	Salmonella enterica subspecies enterica (subspecies I)	3,10:e,h:1,6	Anatum	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR12740292_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR12740292_contigs.fasta_seqsero	SRR12740292_contigs.fasta	-	d	l,w	Salmonella enterica subspecies enterica (subspecies I)	-:d:l,w	I -:d:l,w	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR12740302_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR12740302_contigs.fasta_seqsero	SRR12740302_contigs.fasta	7	e,h	e,n,z15	Salmonella enterica subspecies enterica (subspecies I)	7:e,h:e,n,z15	Braenderup	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR12741658_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR12741658_contigs.fasta_seqsero	SRR12741658_contigs.fasta	4	i	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:i:1,2	Typhimurium	Detected a deletion in gene oafA that causes O5- variant of Typhimurium. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR13510233_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR13510233_contigs.fasta_seqsero	SRR13510233_contigs.fasta	38	k	1,6	Salmonella enterica subspecies enterica (subspecies I)	38:k:1,6	Inverness	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR13827088_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR13827088_contigs.fasta_seqsero	SRR13827088_contigs.fasta	4	i	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:i:1,2	Typhimurium	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR13827091_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR13827091_contigs.fasta_seqsero	SRR13827091_contigs.fasta	3,10	e,h	1,6	Salmonella enterica subspecies enterica (subspecies I)	3,10:e,h:1,6	Anatum	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR13827092_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR13827092_contigs.fasta_seqsero	SRR13827092_contigs.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR14095472_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR14095472_contigs.fasta_seqsero	SRR14095472_contigs.fasta	4	i	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:i:1,2	Typhimurium	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR14466819_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR14466819_contigs.fasta_seqsero	SRR14466819_contigs.fasta	7	y	e,n,x	Salmonella enterica subspecies enterica (subspecies I)	7:y:e,n,x	Hartford	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR14704455_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR14704455_contigs.fasta_seqsero	SRR14704455_contigs.fasta	9	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,m:-	Enteritidis	Detected Sdf I that is characteristic of commonly circulating strains of serotype Enteritidis. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15050789_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15050789_contigs.fasta_seqsero	SRR15050789_contigs.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15050790_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15050790_contigs.fasta_seqsero	SRR15050790_contigs.fasta	4	i	-	Salmonella enterica subspecies enterica (subspecies I)	4:i:-	I 4,[5],12:i:-	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15050791_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15050791_contigs.fasta_seqsero	SRR15050791_contigs.fasta	3,10	e,h	1,6	Salmonella enterica subspecies enterica (subspecies I)	3,10:e,h:1,6	Anatum	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15051711_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15051711_contigs.fasta_seqsero	SRR15051711_contigs.fasta	9	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,m:-	Enteritidis	Detected Sdf I that is characteristic of commonly circulating strains of serotype Enteritidis. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15053931_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15053931_contigs.fasta_seqsero	SRR15053931_contigs.fasta	3,10	l,z13	1,5	Salmonella enterica subspecies enterica (subspecies I)	3,10:l,z13:1,5	Uganda	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15053932_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15053932_contigs.fasta_seqsero	SRR15053932_contigs.fasta	4	i	-	Salmonella enterica subspecies enterica (subspecies I)	4:i:-	I 4,[5],12:i:-	Detected a deletion in gene oafA that causes O5- variant of Typhimurium. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15053937_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15053937_contigs.fasta_seqsero	SRR15053937_contigs.fasta	7	z29	-	Salmonella enterica subspecies enterica (subspecies I)	7:z29:-	Tennessee	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15053938_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15053938_contigs.fasta_seqsero	SRR15053938_contigs.fasta	8	z10	e,n,x	Salmonella enterica subspecies enterica (subspecies I)	8:z10:e,n,x	Hadar	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15053939_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15053939_contigs.fasta_seqsero	SRR15053939_contigs.fasta	9	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,m:-	Enteritidis	Detected Sdf I that is characteristic of commonly circulating strains of serotype Enteritidis. 
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15053941_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15053941_contigs.fasta_seqsero	SRR15053941_contigs.fasta	4	e,h	1,5	Salmonella enterica subspecies enterica (subspecies I)	4:e,h:1,5	Reading	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15053946_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15053946_contigs.fasta_seqsero	SRR15053946_contigs.fasta	7	k	1,5	Salmonella enterica subspecies enterica (subspecies I)	7:k:1,5	Thompson	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15103296_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15103296_contigs.fasta_seqsero	SRR15103296_contigs.fasta	7	r	1,5	Salmonella enterica subspecies enterica (subspecies I)	7:r:1,5	Infantis	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15146556_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15146556_contigs.fasta_seqsero	SRR15146556_contigs.fasta	13	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	13:g,m:-	Agbeni	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15277966_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15277966_contigs.fasta_seqsero	SRR15277966_contigs.fasta	7	r	1,5	Salmonella enterica subspecies enterica (subspecies I)	7:r:1,5	Infantis	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR15712211_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR15712211_contigs.fasta_seqsero	SRR15712211_contigs.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR16005866_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR16005866_contigs.fasta_seqsero	SRR16005866_contigs.fasta	7	r	1,5	Salmonella enterica subspecies enterica (subspecies I)	7:r:1,5	Infantis	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR16005867_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR16005867_contigs.fasta_seqsero	SRR16005867_contigs.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR16005869_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR16005869_contigs.fasta_seqsero	SRR16005869_contigs.fasta	8	d	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:d:1,2	Muenchen	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR16005870_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR16005870_contigs.fasta_seqsero	SRR16005870_contigs.fasta	7	r	1,5	Salmonella enterica subspecies enterica (subspecies I)	7:r:1,5	Infantis	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6311159_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR6311159_contigs.fasta_seqsero	SRR6311159_contigs.fasta	7	z10	e,n,z15	Salmonella enterica subspecies enterica (subspecies I)	7:z10:e,n,z15	Mbandaka	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6814919_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR6814919_contigs.fasta_seqsero	SRR6814919_contigs.fasta	4	i	-	Salmonella enterica subspecies enterica (subspecies I)	4:i:-	I 4,[5],12:i:-	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR8258218_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR8258218_contigs.fasta_seqsero	SRR8258218_contigs.fasta	4	e,h	e,n,z15	Salmonella enterica subspecies enterica (subspecies I)	4:e,h:e,n,z15	Sandiego	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR8360137_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR8360137_contigs.fasta_seqsero	SRR8360137_contigs.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR8502790_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR8502790_contigs.fasta_seqsero	SRR8502790_contigs.fasta	7	y	e,n,x	Salmonella enterica subspecies enterica (subspecies I)	7:y:e,n,x	Hartford	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR8502829_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR8502829_contigs.fasta_seqsero	SRR8502829_contigs.fasta	4	i	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:i:1,2	Typhimurium	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR8763158_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR8763158_contigs.fasta_seqsero	SRR8763158_contigs.fasta	8	i	z6	Salmonella enterica subspecies enterica (subspecies I)	8:i:z6	Kentucky	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR9016864_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR9016864_contigs.fasta_seqsero	SRR9016864_contigs.fasta	8	e,h	1,2	Salmonella enterica subspecies enterica (subspecies I)	8:e,h:1,2	Newport	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR9016866_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR9016866_contigs.fasta_seqsero	SRR9016866_contigs.fasta	4	r	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:r:1,2	Heidelberg	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR9050356_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR9050356_contigs.fasta_seqsero	SRR9050356_contigs.fasta	4	i	1,2	Salmonella enterica subspecies enterica (subspecies I)	4:i:1,2	Typhimurium	
Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR9301052_contigs.fasta	/gpfs/scratch/smk459/554/dog/2_assemblies/SRR9301052_contigs.fasta_seqsero	SRR9301052_contigs.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
